-2	-2	-2	0.0250041
-2	-2	-1.9	0.0328215
-2	-2	-1.8	0.0453685
-2	-2	-1.7	0.0532401
-2	-2	-1.6	0.0648182
-2	-2	-1.5	0.0760052
-2	-2	-1.4	0.0812956
-2	-2	-1.3	0.0856567
-2	-2	-1.2	0.0885608
-2	-2	-1.1	0.0908694
-2	-2	-1	0.0914791
-2	-2	-0.9	0.0906971
-2	-2	-0.8	0.0885611
-2	-2	-0.7	0.0851724
-2	-2	-0.6	0.080686
-2	-2	-0.5	0.0752968
-2	-2	-0.4	0.069223
-2	-2	-0.3	0.0626907
-2	-2	-0.2	0.0559183
-2	-2	-0.1	0.0491069
-2	-2	-2.98023e-08	0.042433
-2	-2	0.1	0.0360455
-2	-2	0.2	0.030066
-2	-2	0.3	0.0245904
-2	-2	0.4	0.01969
-2	-2	0.5	0.0154112
-2	-2	0.6	0.0117738
-2	-2	0.7	0.00876977
-2	-2	0.8	0.00636429
-2	-2	0.9	0.00449938
-2	-2	1	0.00310084
-2	-2	1.1	0.00208619
-2	-2	1.2	0.00137301
-2	-2	1.3	0.000885882
-2	-2	1.4	0.000561222
-2	-2	1.5	0.000349197
-2	-2	1.6	0.000209496
-2	-2	1.7	0.000120854
-2	-2	1.8	6.56646e-05
-2	-2	1.9	3.4568e-05
-2	-2	2	1.6066e-05
-2	-1.9	-2	0.0367087
-2	-1.9	-1.9	0.0471199
-2	-1.9	-1.8	0.0634021
-2	-1.9	-1.7	0.0737238
-2	-1.9	-1.6	0.0893093
-2	-1.9	-1.5	0.105606
-2	-1.9	-1.4	0.113069
-2	-1.9	-1.3	0.11925
-2	-1.9	-1.2	0.123403
-2	-1.9	-1.1	0.126675
-2	-1.9	-1	0.12755
-2	-1.9	-0.9	0.126441
-2	-1.9	-0.8	0.123403
-2	-1.9	-0.7	0.118593
-2	-1.9	-0.6	0.112246
-2	-1.9	-0.5	0.104654
-2	-1.9	-0.4	0.0961444
-2	-1.9	-0.3	0.0870478
-2	-1.9	-0.2	0.0776774
-2	-1.9	-0.1	0.0683143
-2	-1.9	-2.98023e-08	0.0591941
-2	-1.9	0.1	0.0505059
-2	-1.9	0.2	0.0423928
-2	-1.9	0.3	0.0349593
-2	-1.9	0.4	0.0282778
-2	-1.9	0.5	0.0223943
-2	-1.9	0.6	0.017331
-2	-1.9	0.7	0.0130845
-2	-1.9	0.8	0.0096239
-2	-1.9	0.9	0.00689037
-2	-1.9	1	0.00480142
-2	-1.9	1.1	0.00325868
-2	-1.9	1.2	0.00215763
-2	-1.9	1.3	0.00139701
-2	-1.9	1.4	0.000886716
-2	-1.9	1.5	0.000552694
-2	-1.9	1.6	0.00033252
-2	-1.9	1.7	0.000193988
-2	-1.9	1.8	0.00010811
-2	-1.9	1.9	5.9018e-05
-2	-1.9	2	2.96754e-05
-2	-1.8	-2	0.0479442
-2	-1.8	-1.9	0.060981
-2	-1.8	-1.8	0.0812421
-2	-1.8	-1.7	0.0942506
-2	-1.8	-1.6	0.114117
-2	-1.8	-1.5	0.134634
-2	-1.8	-1.4	0.144404
-2	-1.8	-1.3	0.15253
-2	-1.8	-1.2	0.157998
-2	-1.8	-1.1	0.162328
-2	-1.8	-1	0.163484
-2	-1.8	-0.9	0.162014
-2	-1.8	-0.8	0.157998
-2	-1.8	-0.7	0.151654
-2	-1.8	-0.6	0.143311
-2	-1.8	-0.5	0.133375
-2	-1.8	-0.4	0.122294
-2	-1.8	-0.3	0.110518
-2	-1.8	-0.2	0.0984647
-2	-1.8	-0.1	0.0865017
-2	-1.8	-2.98023e-08	0.0749288
-2	-1.8	0.1	0.0639752
-2	-1.8	0.2	0.0538048
-2	-1.8	0.3	0.0445241
-2	-1.8	0.4	0.0361964
-2	-1.8	0.5	0.0288536
-2	-1.8	0.6	0.0225047
-2	-1.8	0.7	0.0171382
-2	-1.8	0.8	0.0127196
-2	-1.8	0.9	0.00918754
-2	-1.8	1	0.00645404
-2	-1.8	1.1	0.00440986
-2	-1.8	1.2	0.00293401
-2	-1.8	1.3	0.00190485
-2	-1.8	1.4	0.00121008
-2	-1.8	1.5	0.0007541
-2	-1.8	1.6	0.000454431
-2	-1.8	1.7	0.000265969
-2	-1.8	1.8	0.00014955
-2	-1.8	1.9	8.27614e-05
-2	-1.8	2	4.28334e-05
-2	-1.7	-2	0.0611273
-2	-1.7	-1.9	0.0772738
-2	-1.7	-1.8	0.102056
-2	-1.7	-1.7	0.118974
-2	-1.7	-1.6	0.144961
-2	-1.7	-1.5	0.169656
-2	-1.7	-1.4	0.182408
-2	-1.7	-1.3	0.193061
-2	-1.7	-1.2	0.200261
-2	-1.7	-1.1	0.205963
-2	-1.7	-1	0.20749
-2	-1.7	-0.9	0.205552
-2	-1.7	-0.8	0.200261
-2	-1.7	-0.7	0.191922
-2	-1.7	-0.6	0.180992
-2	-1.7	-0.5	0.168033
-2	-1.7	-0.4	0.153659
-2	-1.7	-0.3	0.138477
-2	-1.7	-0.2	0.123043
-2	-1.7	-0.1	0.107838
-2	-1.7	-2.98023e-08	0.0932399
-2	-1.7	0.1	0.079529
-2	-1.7	0.2	0.0668912
-2	-1.7	0.3	0.0554327
-2	-1.7	0.4	0.0451997
-2	-1.7	0.5	0.0361973
-2	-1.7	0.6	0.0284063
-2	-1.7	0.7	0.0217919
-2	-1.7	0.8	0.0163047
-2	-1.7	0.9	0.0118751
-2	-1.7	1	0.00840831
-2	-1.7	1.1	0.00578534
-2	-1.7	1.2	0.00387015
-2	-1.7	1.3	0.00252132
-2	-1.7	1.4	0.00160393
-2	-1.7	1.5	0.000999347
-2	-1.7	1.6	0.000603415
-2	-1.7	1.7	0.000353277
-2	-1.7	1.8	0.000199567
-2	-1.7	1.9	0.000111454
-2	-1.7	2	5.877e-05
-2	-1.6	-2	0.0733396
-2	-1.6	-1.9	0.092494
-2	-1.6	-1.8	0.123369
-2	-1.6	-1.7	0.143957
-2	-1.6	-1.6	0.174062
-2	-1.6	-1.5	0.203634
-2	-1.6	-1.4	0.219432
-2	-1.6	-1.3	0.232665
-2	-1.6	-1.2	0.241428
-2	-1.6	-1.1	0.248705
-2	-1.6	-1	0.250569
-2	-1.6	-0.9	0.248093
-2	-1.6	-0.8	0.241428
-2	-1.6	-0.7	0.230976
