-1.30754 -1.30798 -1.31629 -1.31942 -1.32664 -1.33163 -1.33813 -1.34431 -1.34996 -1.3569 -1.36321 -1.36946 -1.37555 -1.38162 -1.38758 -1.39336 -1.3988 -1.40378 -1.40833 -1.41222 -1.41558 -1.41834 -1.4204 -1.42175 -1.42242 -1.4224 -1.42163 -1.42018 -1.41802 -1.4152 -1.41173 -1.40768 -1.40302 -1.39776 -1.39204 -1.38587 -1.37938 -1.37267 -1.36586 -1.35885 -1.35146 -1.34474 -1.33798 -1.32989 -1.32382 -1.31757 -1.30966 -1.30455 -1.29608 -1.29325 -1.28345 
-1.24666 -1.24946 -1.25886 -1.26382 -1.27221 -1.27873 -1.28645 -1.29379 -1.30071 -1.30866 -1.31604 -1.3232 -1.33023 -1.33719 -1.3439 -1.35038 -1.35653 -1.36218 -1.36728 -1.37177 -1.37561 -1.37876 -1.38119 -1.38291 -1.38382 -1.38399 -1.38342 -1.38209 -1.38004 -1.37728 -1.37384 -1.36978 -1.36511 -1.35991 -1.35417 -1.34801 -1.34147 -1.3349 -1.32807 -1.32105 -1.31368 -1.3069 -1.30011 -1.292 -1.28586 -1.2795 -1.27162 -1.2663 -1.25796 -1.25461 -1.24508 
-1.20269 -1.20632 -1.21574 -1.2212 -1.22971 -1.23662 -1.24451 -1.25217 -1.25927 -1.2675 -1.27506 -1.28247 -1.28967 -1.29681 -1.30366 -1.31038 -1.3167 -1.32249 -1.32776 -1.33243 -1.33636 -1.33962 -1.34211 -1.34385 -1.34475 -1.34492 -1.34425 -1.34281 -1.3406 -1.33764 -1.33395 -1.32961 -1.32458 -1.31898 -1.31282 -1.30619 -1.29918 -1.29203 -1.28464 -1.27705 -1.269 -1.26148 -1.25383 -1.24506 -1.23788 -1.23054 -1.22185 -1.21528 -1.20616 -1.20115 -1.19093 
-1.1508 -1.1558 -1.16566 -1.1722 -1.18132 -1.18897 -1.19761 -1.20588 -1.21371 -1.22243 -1.2306 -1.23844 -1.24619 -1.25377 -1.26104 -1.26811 -1.27483 -1.28103 -1.28659 -1.29154 -1.29576 -1.29927 -1.30192 -1.30381 -1.30482 -1.30506 -1.3044 -1.30295 -1.30069 -1.29766 -1.29387 -1.2894 -1.28419 -1.27846 -1.2721 -1.26528 -1.25811 -1.25077 -1.2432 -1.23529 -1.22709 -1.21926 -1.21135 -1.20231 -1.19481 -1.18705 -1.17813 -1.17108 -1.16177 -1.15613 -1.14589 
-1.10078 -1.10671 -1.1168 -1.12406 -1.1335 -1.14186 -1.15085 -1.15965 -1.16796 -1.17706 -1.18561 -1.19393 -1.20205 -1.20997 -1.2176 -1.225 -1.23203 -1.23857 -1.2445 -1.24974 -1.25415 -1.25783 -1.26071 -1.26271 -1.26383 -1.26412 -1.26351 -1.26206 -1.25977 -1.25666 -1.25277 -1.24812 -1.24281 -1.23686 -1.23025 -1.22319 -1.21581 -1.20823 -1.20039 -1.19225 -1.1837 -1.17559 -1.16728 -1.15797 -1.14997 -1.14174 -1.13244 -1.1249 -1.11537 -1.10895 -1.0986 
-1.05445 -1.06099 -1.07101 -1.07868 -1.08829 -1.09682 -1.10602 -1.11497 -1.12355 -1.13281 -1.14159 -1.15012 -1.15843 -1.16649 -1.17428 -1.18183 -1.18911 -1.19578 -1.20183 -1.2072 -1.21176 -1.21556 -1.2185 -1.22058 -1.22171 -1.22197 -1.22134 -1.21979 -1.21737 -1.21409 -1.20998 -1.20515 -1.19955 -1.1933 -1.18643 -1.17899 -1.17124 -1.16335 -1.15511 -1.14657 -1.13763 -1.12904 -1.12024 -1.11054 -1.10201 -1.09325 -1.08364 -1.07537 -1.06554 -1.05828 -1.04779 
-1.00408 -1.01129 -1.02138 -1.02961 -1.03938 -1.04834 -1.05783 -1.06713 -1.07609 -1.08567 -1.09478 -1.10365 -1.11227 -1.12066 -1.12872 -1.1366 -1.14413 -1.15112 -1.15745 -1.16307 -1.16792 -1.17195 -1.17509 -1.17731 -1.17861 -1.17897 -1.17843 -1.17692 -1.17453 -1.17123 -1.16711 -1.16223 -1.15654 -1.15022 -1.14329 -1.1358 -1.12801 -1.12004 -1.11176 -1.10314 -1.09415 -1.08545 -1.07655 -1.06681 -1.05819 -1.04928 -1.03966 -1.03127 -1.02144 -1.01388 -1.00361 
-0.957344 -0.964864 -0.974806 -0.983222 -0.992985 -1.00206 -1.01159 -1.02101 -1.03008 -1.03975 -1.04897 -1.05795 -1.06669 -1.07519 -1.08334 -1.0913 -1.09899 -1.10608 -1.11255 -1.11828 -1.12325 -1.12735 -1.13059 -1.13286 -1.13419 -1.13455 -1.13395 -1.13242 -1.12992 -1.12652 -1.12228 -1.11721 -1.11138 -1.10487 -1.09772 -1.09001 -1.08207 -1.07391 -1.06544 -1.05662 -1.04741 -1.0385 -1.02935 -1.01945 -1.01053 -1.00142 -0.991693 -0.982988 -0.973191 -0.965182 -0.955059 
-0.908123 -0.91599 -0.925736 -0.934381 -0.944126 -0.953329 -0.962942 -0.972476 -0.981705 -0.99149 -1.00084 -1.00998 -1.01888 -1.02752 -1.03581 -1.04392 -1.05176 -1.05905 -1.06567 -1.0716 -1.07668 -1.08092 -1.08428 -1.08668 -1.08807 -1.08849 -1.08791 -1.08636 -1.08386 -1.08039 -1.07606 -1.07092 -1.065 -1.05836 -1.05109 -1.0433 -1.03524 -1.02703 -1.01846 -1.00953 -1.00023 -0.991195 -0.981951 -0.972035 -0.962995 -0.953779 -0.944089 -0.935254 -0.925561 -0.917387 -0.907479 
-0.858226 -0.866264 -0.875814 -0.884555 -0.894185 -0.903459 -0.913063 -0.922613 -0.931976 -0.941714 -0.951207 -0.96047 -0.969479 -0.978238 -0.986643 -0.994841 -1.00284 -1.01026 -1.01704 -1.02309 -1.02835 -1.03274 -1.03619 -1.03868 -1.04019 -1.04067 -1.04015 -1.0386 -1.0361 -1.03264 -1.02828 -1.02308 -1.0171 -1.0104 -1.00307 -0.9952 -0.987091 -0.978813 -0.970182 -0.96122 -0.951909 -0.942759 -0.933517 -0.923674 -0.914528 -0.905302 -0.895689 -0.886822 -0.877293 -0.868961 -0.859322 
