-2.5 -2.5 -2.5 -1.28474
-2.4 -2.5 -2.5 -1.27609
-2.3 -2.5 -2.5 -1.27837
-2.2 -2.5 -2.5 -1.27505
-2.1 -2.5 -2.5 -1.27523
-2 -2.5 -2.5 -1.2752
-1.9 -2.5 -2.5 -1.27553
-1.8 -2.5 -2.5 -1.27642
-1.7 -2.5 -2.5 -1.2776
-1.6 -2.5 -2.5 -1.27938
-1.5 -2.5 -2.5 -1.28135
-1.4 -2.5 -2.5 -1.28316
-1.3 -2.5 -2.5 -1.2853
-1.2 -2.5 -2.5 -1.28729
-1.1 -2.5 -2.5 -1.28929
-1 -2.5 -2.5 -1.29135
-0.9 -2.5 -2.5 -1.29317
-0.8 -2.5 -2.5 -1.29488
-0.7 -2.5 -2.5 -1.29638
-0.6 -2.5 -2.5 -1.29776
-0.5 -2.5 -2.5 -1.29892
-0.4 -2.5 -2.5 -1.30003
-0.3 -2.5 -2.5 -1.30089
-0.2 -2.5 -2.5 -1.30157
-0.1 -2.5 -2.5 -1.30198
-0 -2.5 -2.5 -1.30222
0.1 -2.5 -2.5 -1.30221
0.2 -2.5 -2.5 -1.30201
0.3 -2.5 -2.5 -1.3015
0.4 -2.5 -2.5 -1.3008
0.5 -2.5 -2.5 -1.29973
0.6 -2.5 -2.5 -1.29856
0.7 -2.5 -2.5 -1.29708
0.8 -2.5 -2.5 -1.29538
0.9 -2.5 -2.5 -1.29338
1 -2.5 -2.5 -1.29119
1.1 -2.5 -2.5 -1.28863
1.2 -2.5 -2.5 -1.28604
1.3 -2.5 -2.5 -1.28337
1.4 -2.5 -2.5 -1.28051
1.5 -2.5 -2.5 -1.27779
1.6 -2.5 -2.5 -1.27522
1.7 -2.5 -2.5 -1.27294
1.8 -2.5 -2.5 -1.27028
1.9 -2.5 -2.5 -1.26883
2 -2.5 -2.5 -1.26766
2.1 -2.5 -2.5 -1.26639
2.2 -2.5 -2.5 -1.26728
2.3 -2.5 -2.5 -1.26531
2.4 -2.5 -2.5 -1.27025
2.5 -2.5 -2.5 -1.26518
-2.5 -2.4 -2.5 -1.27748
-2.4 -2.4 -2.5 -1.27051
-2.3 -2.4 -2.5 -1.27345
-2.2 -2.4 -2.5 -1.27132
-2.1 -2.4 -2.5 -1.27219
-2 -2.4 -2.5 -1.27292
-1.9 -2.4 -2.5 -1.27395
-1.8 -2.4 -2.5 -1.27559
-1.7 -2.4 -2.5 -1.27728
-1.6 -2.4 -2.5 -1.27971
-1.5 -2.4 -2.5 -1.28205
-1.4 -2.4 -2.5 -1.28448
-1.3 -2.4 -2.5 -1.28694
