5.22742e-05 7.50707e-05 0.000102636 0.000140946 0.000187627 0.00024794 0.000320998 0.000409913 0.000516285 0.000638845 0.000780288 0.000939569 0.00111568 0.00130636 0.00150884 0.00171941 0.00193389 0.00214741 0.00235428 0.00254934 0.0027264 0.00288009 0.00300585 0.00309949 0.00315779 0.00317879 0.00316198 0.00310771 0.00301794 0.00289553 0.00274456 0.00256964 0.00237635 0.00217048 0.00195737 0.00174268 0.00153129 0.00132759 0.00113525 0.000957535 0.000796832 0.000652719 0.000526907 0.000420492 0.000328927 0.000253442 0.000193403 0.000143877 0.000106743 7.61721e-05 5.50543e-05 
7.47451e-05 0.000106659 0.000145284 0.000198498 0.000263234 0.00034633 0.000446674 0.000568326 0.000713142 0.000879497 0.00107069 0.00128538 0.00152183 0.00177693 0.00204724 0.00232754 0.00261204 0.0028945 0.0031678 0.00342453 0.00365731 0.00385913 0.00402379 0.00414581 0.0042217 0.00424853 0.00422539 0.00415321 0.00403427 0.00387239 0.00367274 0.00344147 0.00318561 0.00291249 0.00262969 0.0023443 0.00206299 0.00179093 0.00153398 0.00129605 0.00108046 0.000886761 0.000717255 0.0005736 0.00044967 0.000347296 0.000265597 0.000198122 0.000147286 0.000105484 7.63814e-05 
0.000102748 0.000145974 0.000198388 0.000270139 0.000357375 0.000468819 0.000603195 0.000765484 0.000958345 0.00117907 0.0014323 0.0017158 0.00202747 0.002363 0.0027178 0.0030845 0.00345628 0.00382492 0.00418078 0.0045145 0.00481717 0.00507925 0.00529312 0.00545172 0.00555071 0.00558584 0.00555684 0.00546424 0.00531097 0.00510201 0.00484394 0.00454428 0.00421253 0.00385761 0.00348924 0.00311671 0.00274844 0.00239149 0.00205328 0.00173917 0.00145387 0.0011967 0.000971015 0.000778845 0.000612758 0.000474958 0.000364439 0.000272995 0.000203626 0.0001466 0.000106493 
0.000140432 0.00019849 0.000268992 0.000364741 0.000481028 0.000628874 0.000806479 0.00102039 0.00127354 0.00156264 0.00189297 0.00226219 0.00266648 0.00310076 0.00355879 0.00403137 0.00450884 0.00498105 0.00543676 0.00586317 0.00624912 0.00658288 0.00685537 0.00705719 0.00718291 0.00722754 0.00719081 0.00707276 0.00687757 0.00661118 0.00628185 0.0058992 0.00547501 0.00502008 0.0045475 0.00406848 0.00359377 0.00313275 0.00269485 0.00228764 0.00191633 0.00158109 0.00128598 0.00103409 0.000815727 0.000634122 0.000487849 0.000366611 0.000274162 0.000198148 0.00014427 
0.000188407 0.000265074 0.000358294 0.000483991 0.000636532 0.000829284 0.00106056 0.00133786 0.00166508 0.00203774 0.00246238 0.00293517 0.00345184 0.00400548 0.00458783 0.0051871 0.00579137 0.00638726 0.00696079 0.00749706 0.00798238 0.0084015 0.00874258 0.00899569 0.00915308 0.00920902 0.00916264 0.00901451 0.0087697 0.00843541 0.00802171 0.00754099 0.0070065 0.00643319 0.00583678 0.00523076 0.00462858 0.00404246 0.00348449 0.00296421 0.00248902 0.0020584 0.00167863 0.00135326 0.00107065 0.000834786 0.000644064 0.00048558 0.00036409 0.000264225 0.000192851 
0.000247457 0.000346688 0.000467578 0.000629481 0.000825711 0.00107284 0.00136845 0.00172197 0.00213768 0.00260998 0.0031465 0.00374242 0.00439213 0.005087 0.0058162 0.006565 0.00731735 0.00805932 0.0087722 0.0094379 0.0100393 0.0105584 0.010981 0.0112943 0.0114899 0.0115602 0.0115037 0.0113221 0.0110209 0.0106087 0.0100983 0.00950319 0.00884162 0.00813044 0.00738834 0.00663384 0.00588172 0.00514728 0.0044469 0.00379186 0.00319192 0.00264679 0.0021645 0.0017498 0.00138859 0.00108612 0.000840311 0.000635877 0.000478117 0.000348464 0.000254973 
0.000321719 0.0004488 0.000603818 0.000809926 0.00105965 0.00137239 0.00174573 0.00219053 0.00271187 0.00330245 0.00397129 0.00471205 0.00551765 0.00637676 0.00727658 0.00819767 0.00912175 0.0100302 0.0109018 0.0117145 0.0124468 0.0130785 0.0135921 0.0139727 0.014209 0.0142935 0.0142233 0.0140013 0.0136331 0.0131306 0.012507 0.0117802 0.0109715 0.0101008 0.00919089 0.00826414 0.00733852 0.00643311 0.00556753 0.00475675 0.00401225 0.00333435 0.00273305 0.00221447 0.00176167 0.00138162 0.00107152 0.000813125 0.000612868 0.000448238 0.000328632 
0.000409597 0.000569223 0.000764196 0.00102183 0.00133364 0.00172256 0.00218575 0.00273574 0.0033787 0.00410499 0.00492532 0.0058317 0.00681494 0.00786155 0.00895577 0.0100736 0.0111918 0.0122901 0.0133418 0.0143218 0.0152036 0.0159646 0.016582 0.0170407 0.0173252 0.0174279 0.0173453 0.0170791 0.0166384 0.016035 0.0152859 0.0144123 0.0134378 0.0123878 0.011289 0.0101675 0.00904404 0.00794285 0.0068878 0.00589727 0.00498572 0.00415312 0.00341294 0.00277233 0.00221167 0.00173935 0.00135243 0.00102957 0.000777831 0.000571056 0.000419559 
0.000515265 0.000713282 0.000955645 0.00127367 0.00165829 0.0021359 0.00270335 0.00337495 0.00415755 0.00503923 0.00603251 0.00712686 0.00831137 0.00956954 0.0108823 0.0122203 0.0135561 0.0148651 0.016118 0.0172824 0.0183314 0.0192346 0.0199675 0.0205105 0.020848 0.0209695 0.0208711 0.0205557 0.020032 0.019316 0.0184266 0.0173877 0.0162285 0.0149783 0.0136683 0.0123284 0.0109838 0.00966236 0.00839449 0.00720182 0.00610171 0.00509433 0.00419627 0.00341664 0.00273276 0.00215491 0.00167959 0.00128237 0.000971047 0.000715285 0.0005266 
0.000638974 0.000881344 0.0011783 0.00156561 0.0020337 0.00261222 0.00329813 0.00410747 0.00504707 0.0061044 0.00729042 0.00859419 0.0100025 0.0114951 0.0130497 0.0146319 0.0162067 0.0177486 0.0192219 0.0205911 0.0218214 0.0228808 0.023741 0.0243777 0.0247718 0.024913 0.0247961 0.0244255 0.02381 0.0229679 0.0219225 0.0207023 0.0193393 0.0178685 0.0163256 0.0147457 0.0131572 0.0115934 0.0100903 0.00867323 0.00736323 0.00616187 0.00508686 0.00415095 0.00332883 0.00263168 0.00205603 0.00157416 0.00119464 0.000882969 0.000651303 
